period_start_utc,price_real,pred_produccion,pred_agrupado,pred_por_hora,pred_redes,pred_mezcla,pred_mezcla_calibrada,filtro_precio_cero
2025-04-01 00:00:00,70.030,63.427,64.715,58.627,66.062,63.427,63.427,False
2025-04-01 01:00:00,60.480,60.405,62.155,54.502,63.521,60.405,60.405,False
2025-04-01 02:00:00,61.590,60.791,59.612,61.303,61.291,60.791,60.791,False
2025-04-01 03:00:00,68.200,63.288,60.893,64.790,63.957,63.288,63.288,False
2025-04-01 04:00:00,84.200,70.059,55.752,70.919,80.145,70.059,70.059,False
2025-04-01 05:00:00,155.500,94.580,75.707,92.579,110.237,94.580,94.580,False
2025-04-01 06:00:00,159.370,108.842,111.196,107.059,119.453,113.257,108.842,False
2025-04-01 07:00:00,87.970,71.370,65.253,75.254,73.044,71.370,71.370,False
2025-04-01 08:00:00,38.100,41.036,35.340,46.126,41.490,41.036,41.036,False
2025-04-01 09:00:00,12.000,24.520,20.214,31.197,22.742,24.520,24.520,False
2025-04-01 10:00:00,8.260,-0.094,13.784,14.402,13.273,13.765,13.765,True
2025-04-01 11:00:00,6.480,-0.094,13.350,5.234,7.002,8.376,8.376,True
2025-04-01 12:00:00,5.800,-0.094,10.244,9.127,-0.390,5.655,5.655,True
2025-04-01 13:00:00,6.380,-0.094,10.042,2.105,-1.629,2.993,2.993,True
2025-04-01 14:00:00,6.380,-0.094,8.047,3.554,0.935,3.854,3.854,True
2025-04-01 15:00:00,6.590,9.707,12.686,9.848,7.366,9.707,9.707,False
2025-04-01 16:00:00,18.410,19.021,17.853,18.482,20.302,19.021,19.021,False
2025-04-01 17:00:00,53.710,61.582,54.249,67.822,62.402,61.582,61.582,False
2025-04-01 18:00:00,114.960,131.135,142.644,135.854,125.762,133.854,131.135,False
2025-04-01 19:00:00,120.930,142.711,156.225,142.323,137.462,144.549,142.711,False
2025-04-01 20:00:00,84.200,100.246,97.762,110.384,94.507,100.246,100.246,False
2025-04-01 21:00:00,58.440,75.821,78.962,79.975,70.351,75.821,75.821,False
2025-04-01 22:00:00,38.110,54.912,62.980,54.091,49.475,54.912,54.912,False
2025-04-01 23:00:00,26.340,47.591,52.834,47.580,43.666,47.591,47.591,False
2025-04-02 00:00:00,26.100,46.608,53.597,47.037,41.045,46.608,46.608,False
2025-04-02 01:00:00,20.000,42.150,50.438,36.980,39.813,42.150,42.150,False
2025-04-02 02:00:00,20.000,40.802,49.769,37.709,36.395,40.802,40.802,False
2025-04-02 03:00:00,26.340,44.830,52.709,45.800,38.194,44.830,44.830,False
2025-04-02 04:00:00,39.870,57.278,69.584,52.645,51.523,57.278,57.278,False
2025-04-02 05:00:00,90.080,87.313,90.862,85.920,85.695,87.313,87.313,False
2025-04-02 06:00:00,104.900,84.263,92.596,72.410,86.904,84.263,84.263,False
2025-04-02 07:00:00,54.330,51.396,52.988,50.867,50.598,51.396,51.396,False
2025-04-02 08:00:00,21.150,24.340,23.079,32.293,19.321,24.340,24.340,False
2025-04-02 09:00:00,1.520,12.317,12.599,16.059,9.299,12.317,12.317,False
2025-04-02 10:00:00,0.000,7.395,10.367,7.524,5.070,7.395,7.395,False
2025-04-02 11:00:00,0.000,-0.094,8.434,3.953,3.794,5.234,5.234,True
2025-04-02 12:00:00,-0.010,-0.094,5.762,2.842,0.239,2.677,2.677,True
2025-04-02 13:00:00,-0.020,-0.094,3.337,1.698,-2.102,0.670,0.670,True
2025-04-02 14:00:00,-0.010,-0.094,5.882,4.877,-5.633,0.975,0.975,True
2025-04-02 15:00:00,0.040,1.708,9.831,2.045,-4.636,1.708,1.708,False
2025-04-02 16:00:00,7.960,9.233,13.610,4.907,9.195,9.233,9.233,False
2025-04-02 17:00:00,32.960,35.467,34.746,39.230,33.185,35.467,35.467,False
2025-04-02 18:00:00,53.110,58.368,50.333,71.250,54.733,58.368,58.368,False
2025-04-02 19:00:00,49.230,70.032,72.593,66.938,70.430,70.032,70.032,False
2025-04-02 20:00:00,32.950,40.542,34.070,45.691,41.535,40.542,40.542,False
2025-04-02 21:00:00,27.300,29.889,28.268,24.479,35.162,29.889,29.889,False
2025-04-02 22:00:00,20.370,20.235,20.156,13.742,25.165,20.235,20.235,False
2025-04-02 23:00:00,19.070,11.949,10.889,7.384,16.167,11.949,11.949,False
2025-04-03 00:00:00,16.320,12.542,11.431,7.180,17.396,12.542,12.542,False
2025-04-03 01:00:00,12.270,11.542,9.111,7.618,16.308,11.542,11.542,False
2025-04-03 02:00:00,9.070,12.490,10.345,10.594,15.521,12.490,12.490,False
2025-04-03 03:00:00,11.940,13.475,14.859,7.092,17.223,13.475,13.475,False
2025-04-03 04:00:00,19.700,20.802,21.480,13.494,25.775,20.802,20.802,False
2025-04-03 05:00:00,38.110,46.986,41.720,33.433,61.101,46.986,46.986,False
2025-04-03 06:00:00,56.330,66.688,70.329,51.140,75.619,66.688,66.688,False
2025-04-03 07:00:00,38.110,45.573,37.434,35.813,58.997,45.573,45.573,False
2025-04-03 08:00:00,28.960,22.218,15.471,20.029,28.920,22.218,22.218,False
2025-04-03 09:00:00,3.520,10.436,7.676,9.839,12.954,10.436,10.436,False
2025-04-03 10:00:00,0.500,9.137,5.437,12.877,9.108,9.137,9.137,False
2025-04-03 11:00:00,0.000,5.945,4.643,4.286,8.165,5.945,5.945,False
2025-04-03 12:00:00,0.000,4.640,3.547,2.403,7.137,4.640,4.640,False
2025-04-03 13:00:00,0.000,4.449,2.657,4.353,5.865,4.449,4.449,False
2025-04-03 14:00:00,1.870,5.383,3.635,6.528,5.837,5.383,5.383,False
2025-04-03 15:00:00,5.000,5.590,5.738,1.674,8.418,5.590,5.590,False
2025-04-03 16:00:00,10.060,15.468,12.448,9.461,22.240,15.468,15.468,False
2025-04-03 17:00:00,35.000,39.712,32.156,44.175,42.032,39.712,39.712,False
2025-04-03 18:00:00,80.000,77.899,87.156,82.300,67.656,77.899,77.899,False
2025-04-03 19:00:00,79.000,54.005,61.781,51.671,49.923,54.005,54.005,False
2025-04-03 20:00:00,35.010,26.399,30.947,24.899,24.114,26.399,26.399,False
2025-04-03 21:00:00,10.100,14.031,20.736,8.706,12.995,14.031,14.031,False
2025-04-03 22:00:00,3.600,4.986,3.547,3.342,7.299,4.986,4.986,False
2025-04-03 23:00:00,3.520,4.669,1.795,5.765,6.003,4.669,4.669,False
2025-04-04 00:00:00,3.520,2.977,1.656,3.306,3.721,2.977,2.977,False
2025-04-04 01:00:00,3.510,3.631,3.027,3.716,4.021,3.631,3.631,False
2025-04-04 02:00:00,3.520,4.747,2.225,5.113,6.365,4.747,4.747,False
2025-04-04 03:00:00,3.520,5.232,3.398,3.040,8.252,5.232,5.232,False
2025-04-04 04:00:00,3.520,9.622,8.725,4.932,13.813,9.622,9.622,False
2025-04-04 05:00:00,14.160,23.899,25.713,17.160,27.592,23.899,23.899,False
2025-04-04 06:00:00,17.720,40.095,46.442,39.167,36.030,40.095,40.095,False
2025-04-04 07:00:00,18.830,15.345,15.243,11.244,18.496,15.345,15.345,False
2025-04-04 08:00:00,4.730,6.277,4.888,13.001,2.275,6.277,6.277,False
2025-04-04 09:00:00,3.520,-0.198,0.614,6.157,-5.574,-0.198,-0.198,False
2025-04-04 10:00:00,0.000,-0.094,-1.538,1.372,-4.681,-1.922,-1.922,True
2025-04-04 11:00:00,-0.010,-0.094,-1.691,-2.158,-2.039,-1.970,-1.970,True
2025-04-04 12:00:00,-0.020,-0.094,-5.097,-1.255,0.576,-1.675,-1.675,True
2025-04-04 13:00:00,-0.010,-0.094,-5.382,-1.580,-1.805,-2.811,-2.811,True
2025-04-04 14:00:00,0.000,-0.094,-4.467,-0.614,-4.028,-3.136,-3.136,True
2025-04-04 15:00:00,0.010,-0.094,-4.567,-0.323,-2.684,-2.540,-2.540,True
2025-04-04 16:00:00,0.650,1.155,1.766,-0.451,1.901,1.155,1.155,False
2025-04-04 17:00:00,6.300,16.774,11.749,15.758,21.305,16.774,16.774,False
2025-04-04 18:00:00,35.010,46.434,45.761,44.026,48.746,46.434,46.434,False
2025-04-04 19:00:00,50.020,59.313,65.164,48.170,63.282,59.313,59.313,False
2025-04-04 20:00:00,35.010,33.304,30.216,39.018,31.335,33.304,33.304,False
2025-04-04 21:00:00,20.910,20.427,23.376,13.221,23.618,20.427,20.427,False
2025-04-04 22:00:00,35.000,16.445,15.055,12.125,20.729,16.445,16.445,False
2025-04-04 23:00:00,19.970,16.860,10.834,13.200,24.125,16.860,16.860,False
2025-04-05 00:00:00,19.100,14.379,10.753,6.187,23.242,14.379,14.379,False
2025-04-05 01:00:00,19.340,14.705,12.844,8.596,20.684,14.705,14.705,False
2025-04-05 02:00:00,13.200,10.645,7.664,6.200,16.215,10.645,10.645,False
2025-04-05 03:00:00,16.400,10.597,10.133,4.386,15.602,10.597,10.597,False
2025-04-05 04:00:00,19.750,13.276,10.399,10.636,17.415,13.276,13.276,False
2025-04-05 05:00:00,20.300,18.892,17.993,12.923,24.044,18.892,18.892,False
2025-04-05 06:00:00,21.460,19.136,17.848,15.208,23.049,19.136,19.136,False
2025-04-05 07:00:00,10.000,6.127,4.393,5.394,7.978,6.127,6.127,False
2025-04-05 08:00:00,0.660,-1.054,-5.102,4.065,-1.858,-1.054,-1.054,False
2025-04-05 09:00:00,-0.130,-0.094,-0.124,4.989,-0.319,1.332,1.332,True
2025-04-05 10:00:00,-0.300,-0.094,-1.147,1.763,0.495,0.383,0.383,True
2025-04-05 11:00:00,-1.000,-0.094,-0.327,-0.970,-2.986,-1.583,-1.583,True
2025-04-05 12:00:00,-1.010,-0.094,-0.758,-0.395,-5.666,-2.613,-2.613,True
2025-04-05 13:00:00,-1.200,-0.094,0.768,1.362,-4.889,-1.317,-1.317,True
2025-04-05 14:00:00,-1.000,-0.094,1.295,3.261,-2.898,0.208,0.208,True
2025-04-05 15:00:00,0.100,-0.094,3.527,3.956,1.455,2.827,2.827,True
2025-04-05 16:00:00,10.000,7.598,6.553,10.157,6.463,7.598,7.598,False
2025-04-05 17:00:00,46.490,30.988,31.276,38.570,25.085,30.988,30.988,False
2025-04-05 18:00:00,95.610,67.311,65.382,70.758,66.173,67.311,67.311,False
2025-04-05 19:00:00,95.610,77.676,74.674,79.550,78.522,77.676,77.676,False
2025-04-05 20:00:00,78.990,56.764,56.558,47.749,63.681,56.764,56.764,False
2025-04-05 21:00:00,68.750,45.177,43.427,34.311,54.640,45.177,45.177,False
2025-04-05 22:00:00,70.450,53.882,43.730,61.850,55.520,53.882,53.882,False
2025-04-05 23:00:00,46.210,41.098,31.013,47.869,43.584,41.098,41.098,False
2025-04-06 00:00:00,35.010,33.729,26.582,39.762,34.564,33.729,33.729,False
2025-04-06 01:00:00,27.010,30.940,24.814,38.861,29.593,30.940,30.940,False
2025-04-06 02:00:00,25.500,31.086,23.805,41.835,28.485,31.086,31.086,False
2025-04-06 03:00:00,25.570,30.091,25.003,35.853,29.587,30.091,30.091,False
2025-04-06 04:00:00,26.510,34.247,25.437,41.022,35.772,34.247,34.247,False
2025-04-06 05:00:00,28.870,33.181,22.621,36.549,38.576,33.181,33.181,False
2025-04-06 06:00:00,26.250,32.666,22.494,35.793,37.950,32.666,32.666,False
2025-04-06 07:00:00,0.100,13.651,8.109,14.839,16.918,13.651,13.651,False
2025-04-06 08:00:00,-1.010,5.424,1.911,10.087,4.561,5.424,5.424,False
2025-04-06 09:00:00,-1.540,-2.311,0.516,-10.425,1.654,-2.311,-2.311,False
2025-04-06 10:00:00,-1.540,-1.457,1.369,-10.472,3.184,-1.457,-1.457,False
2025-04-06 11:00:00,-1.000,-3.636,-0.540,-7.457,-3.094,-3.636,-3.636,False
2025-04-06 12:00:00,-1.000,0.062,-1.399,9.429,-5.868,0.062,0.062,False
2025-04-06 13:00:00,-1.320,0.600,0.136,7.640,-4.333,0.600,0.600,False
2025-04-06 14:00:00,-1.490,5.519,0.562,15.646,1.641,5.519,5.519,False
2025-04-06 15:00:00,-0.010,9.187,7.331,13.767,7.143,9.187,9.187,False
2025-04-06 16:00:00,8.260,13.919,11.852,14.081,15.347,13.919,13.919,False
2025-04-06 17:00:00,35.200,35.370,26.391,47.641,32.901,35.370,35.370,False
2025-04-06 18:00:00,75.000,65.879,61.299,71.655,64.982,65.879,65.879,False
2025-04-06 19:00:00,80.000,71.119,65.479,71.734,74.889,71.119,71.119,False
2025-04-06 20:00:00,70.010,60.867,49.902,69.367,62.717,60.867,60.867,False
2025-04-06 21:00:00,66.380,46.723,41.063,51.512,47.376,46.723,46.723,False
2025-04-06 22:00:00,48.370,50.012,50.803,57.905,43.500,50.012,50.012,False
2025-04-06 23:00:00,41.900,39.499,44.268,40.625,35.077,39.499,39.499,False
2025-04-07 00:00:00,43.320,35.437,41.443,32.242,33.329,35.437,35.437,False
2025-04-07 01:00:00,39.540,39.205,39.745,44.606,34.748,39.205,39.205,False
2025-04-07 02:00:00,39.740,39.045,40.093,42.800,35.443,39.045,39.045,False
2025-04-07 03:00:00,46.220,45.213,48.139,45.894,42.507,45.213,45.213,False
2025-04-07 04:00:00,70.100,57.334,62.456,55.172,55.113,57.334,57.334,False
2025-04-07 05:00:00,132.570,86.451,83.131,88.110,87.696,86.451,86.451,False
2025-04-07 06:00:00,143.040,99.449,97.475,100.261,100.322,99.449,99.449,False
2025-04-07 07:00:00,60.000,45.319,43.952,46.126,45.739,45.319,45.319,False
2025-04-07 08:00:00,17.430,22.289,21.470,26.264,19.921,22.289,22.289,False
2025-04-07 09:00:00,3.010,15.545,15.945,20.969,11.176,15.545,15.545,False
2025-04-07 10:00:00,1.000,9.603,15.937,2.695,10.035,9.603,9.603,False
2025-04-07 11:00:00,0.000,-0.094,14.096,10.772,13.805,12.983,12.983,True
2025-04-07 12:00:00,0.000,-0.094,13.624,17.946,14.469,15.259,15.259,True
2025-04-07 13:00:00,0.000,-0.094,12.893,15.127,13.420,13.774,13.774,True
2025-04-07 14:00:00,0.000,-0.094,13.900,15.959,15.217,15.044,15.044,True
2025-04-07 15:00:00,1.510,21.668,18.766,21.145,24.236,21.668,21.668,False
2025-04-07 16:00:00,20.000,27.918,24.297,27.405,31.019,27.918,27.918,False
2025-04-07 17:00:00,69.100,57.962,50.616,58.275,63.237,57.962,57.962,False
2025-04-07 18:00:00,156.000,114.888,113.160,115.798,125.390,118.843,114.888,False
2025-04-07 19:00:00,170.010,131.255,137.070,118.605,143.156,133.965,131.255,False
2025-04-07 20:00:00,118.340,97.982,99.404,97.604,97.199,97.982,97.982,False
2025-04-07 21:00:00,99.840,80.082,84.942,77.132,78.650,80.082,80.082,False
2025-04-07 22:00:00,83.000,78.810,75.188,83.015,78.374,78.810,78.810,False
2025-04-07 23:00:00,71.800,64.039,62.856,64.478,64.598,64.039,64.039,False
2025-04-08 00:00:00,69.070,59.188,60.672,59.793,57.620,59.188,59.188,False
2025-04-08 01:00:00,57.650,52.864,52.968,55.194,51.038,52.864,52.864,False
2025-04-08 02:00:00,51.220,51.653,52.208,56.359,47.708,51.653,51.653,False
2025-04-08 03:00:00,53.160,56.367,56.727,66.008,48.867,56.367,56.367,False
2025-04-08 04:00:00,60.500,64.347,59.511,68.632,64.760,64.347,64.347,False
2025-04-08 05:00:00,131.170,100.227,96.035,106.939,98.337,100.227,100.227,False
2025-04-08 06:00:00,104.000,103.698,106.018,114.369,93.955,103.698,103.698,False
2025-04-08 07:00:00,36.880,44.618,39.188,60.162,37.033,44.618,44.618,False
2025-04-08 08:00:00,0.650,23.405,16.390,35.972,19.240,23.405,23.405,False
2025-04-08 09:00:00,-0.010,17.929,13.106,23.795,17.146,17.929,17.929,False
2025-04-08 10:00:00,-0.860,-0.094,13.352,14.837,13.107,13.699,13.699,True
2025-04-08 11:00:00,-1.010,-0.094,11.544,6.852,10.703,9.800,9.800,True
2025-04-08 12:00:00,-1.020,-0.094,12.539,9.537,9.596,10.461,10.461,True
2025-04-08 13:00:00,-1.010,-0.094,11.466,6.713,11.610,10.098,10.098,True
2025-04-08 14:00:00,-1.000,-0.094,12.621,6.759,8.658,9.277,9.277,True
2025-04-08 15:00:00,-0.010,10.307,14.419,9.827,7.582,10.307,10.307,False
2025-04-08 16:00:00,0.010,17.768,18.520,23.168,13.153,17.768,17.768,False
2025-04-08 17:00:00,33.680,53.909,49.688,66.901,47.329,53.909,53.909,False
2025-04-08 18:00:00,117.600,120.450,126.069,124.263,122.204,123.982,120.450,False
2025-04-08 19:00:00,123.490,130.153,140.235,126.994,131.946,132.947,130.153,False
2025-04-08 20:00:00,85.950,99.222,97.804,100.743,99.146,99.222,99.222,False
2025-04-08 21:00:00,69.220,77.433,77.429,70.103,82.933,77.433,77.433,False
2025-04-08 22:00:00,50.130,58.793,58.058,60.984,57.701,58.793,58.793,False
2025-04-08 23:00:00,37.000,47.217,45.128,50.462,46.351,47.217,47.217,False
2025-04-09 00:00:00,33.680,45.702,45.928,49.718,42.521,45.702,45.702,False
2025-04-09 01:00:00,32.060,43.873,44.051,49.943,39.188,43.873,43.873,False
2025-04-09 02:00:00,28.460,41.955,41.046,48.912,37.418,41.955,41.955,False
2025-04-09 03:00:00,28.900,44.971,44.586,51.586,40.300,44.971,44.971,False
2025-04-09 04:00:00,37.000,55.537,51.822,64.539,51.571,55.537,55.537,False
2025-04-09 05:00:00,86.960,97.021,104.365,96.212,92.120,97.021,97.021,False
2025-04-09 06:00:00,98.210,96.643,106.209,96.069,89.899,96.643,96.643,False
2025-04-09 07:00:00,33.680,40.774,33.538,50.918,38.593,40.774,40.774,False
2025-04-09 08:00:00,5.800,17.444,11.693,23.258,17.397,17.444,17.444,False
2025-04-09 09:00:00,-0.010,15.359,10.917,23.039,12.930,15.359,15.359,False
2025-04-09 10:00:00,-0.010,-0.094,10.205,6.065,10.969,9.269,9.269,True
2025-04-09 11:00:00,-0.020,-0.094,7.807,4.686,8.417,7.115,7.115,True
2025-04-09 12:00:00,-0.200,-0.094,6.883,9.338,7.183,7.739,7.739,True
2025-04-09 13:00:00,-0.500,-0.094,8.188,3.913,4.841,5.567,5.567,True
2025-04-09 14:00:00,-0.020,-0.094,8.627,7.244,3.954,6.343,6.343,True
2025-04-09 15:00:00,0.000,-0.094,12.381,8.567,4.966,8.271,8.271,True
2025-04-09 16:00:00,9.810,11.754,12.382,13.907,9.669,11.754,11.754,False
2025-04-09 17:00:00,37.000,36.370,29.901,42.844,36.365,36.370,36.370,False
2025-04-09 18:00:00,70.000,95.137,94.937,96.947,93.930,95.137,95.137,False
2025-04-09 19:00:00,89.000,95.766,89.391,99.075,98.066,95.766,95.766,False
2025-04-09 20:00:00,53.960,49.200,43.901,45.780,55.738,49.200,49.200,False
2025-04-09 21:00:00,36.640,33.008,30.469,22.331,42.920,33.008,33.008,False
2025-04-09 22:00:00,33.680,30.624,35.330,31.507,26.432,30.624,30.624,False
2025-04-09 23:00:00,28.460,21.280,25.993,19.584,19.017,21.280,21.280,False
2025-04-10 00:00:00,21.460,20.810,23.091,21.720,18.417,20.810,20.810,False
2025-04-10 01:00:00,20.080,19.684,23.107,17.220,18.966,19.684,19.684,False
2025-04-10 02:00:00,18.360,19.690,18.041,25.372,16.665,19.690,19.690,False
2025-04-10 03:00:00,17.460,18.705,22.322,16.583,17.583,18.705,18.705,False
2025-04-10 04:00:00,15.000,20.688,19.379,16.874,24.529,20.688,20.688,False
2025-04-10 05:00:00,35.010,43.975,37.844,46.352,46.789,43.975,43.975,False
2025-04-10 06:00:00,37.500,72.076,79.171,65.944,71.355,72.076,72.076,False
2025-04-10 07:00:00,30.480,42.980,32.329,36.026,56.183,42.980,42.980,False
2025-04-10 08:00:00,10.990,18.702,11.928,19.837,22.932,18.702,18.702,False
2025-04-10 09:00:00,0.650,-0.094,5.453,9.736,11.743,9.254,9.254,True
2025-04-10 10:00:00,0.000,-0.094,2.773,5.506,8.922,6.052,6.052,True
2025-04-10 11:00:00,0.000,-0.094,-0.240,-0.300,8.613,3.283,3.283,True
2025-04-10 12:00:00,-0.010,-0.094,-1.523,-0.995,6.527,1.855,1.855,True
2025-04-10 13:00:00,-0.010,-0.094,-0.650,-1.906,6.526,1.843,1.843,True
2025-04-10 14:00:00,0.000,-0.094,0.311,-0.066,4.822,2.003,2.003,True
2025-04-10 15:00:00,0.000,-0.094,0.647,-0.902,4.499,1.723,1.723,True
2025-04-10 16:00:00,4.990,-0.094,2.260,4.456,3.734,3.509,3.509,True
2025-04-10 17:00:00,20.300,8.046,8.498,11.505,5.113,8.046,8.046,False
2025-04-10 18:00:00,38.540,17.591,16.626,21.824,15.138,17.591,17.591,False
2025-04-10 19:00:00,50.820,41.158,39.661,42.308,41.417,41.158,41.158,False
2025-04-10 20:00:00,43.300,31.774,33.265,31.890,30.569,31.774,31.774,False
2025-04-10 21:00:00,33.680,22.537,19.699,20.555,26.153,22.537,22.537,False
2025-04-10 22:00:00,21.630,22.675,22.837,22.926,22.364,22.675,22.675,False
2025-04-10 23:00:00,16.660,16.270,16.298,12.817,18.839,16.270,16.270,False
2025-04-11 00:00:00,11.980,15.325,12.136,16.642,16.729,15.325,15.325,False
2025-04-11 01:00:00,14.000,13.150,11.270,12.865,14.774,13.150,13.150,False
2025-04-11 02:00:00,12.510,12.728,10.763,13.875,13.342,12.728,12.728,False
2025-04-11 03:00:00,14.000,14.027,13.508,12.533,15.537,14.027,14.027,False
2025-04-11 04:00:00,14.000,17.904,15.906,16.587,20.390,17.904,17.904,False
2025-04-11 05:00:00,30.480,28.769,26.683,21.494,35.791,28.769,28.769,False
2025-04-11 06:00:00,34.370,37.367,33.867,35.166,41.643,37.367,37.367,False
2025-04-11 07:00:00,27.500,24.161,23.509,26.646,22.787,24.161,24.161,False
2025-04-11 08:00:00,12.510,16.104,12.344,21.581,14.816,16.104,16.104,False
2025-04-11 09:00:00,3.520,8.755,5.265,10.711,9.906,8.755,8.755,False
2025-04-11 10:00:00,0.010,-0.094,3.000,5.030,4.752,4.310,4.310,True
2025-04-11 11:00:00,0.000,-0.094,1.088,1.288,0.250,0.813,0.813,True
2025-04-11 12:00:00,0.000,-0.094,-2.884,2.090,-0.011,-0.243,-0.243,True
2025-04-11 13:00:00,-0.010,-0.094,0.722,4.253,3.173,2.762,2.762,True
2025-04-11 14:00:00,0.010,-0.094,2.363,5.024,5.849,4.556,4.556,True
2025-04-11 15:00:00,3.520,6.180,3.947,6.011,7.980,6.180,6.180,False
2025-04-11 16:00:00,8.300,10.627,8.429,6.918,15.057,10.627,10.627,False
2025-04-11 17:00:00,28.460,29.192,24.847,27.143,33.989,29.192,29.192,False
2025-04-11 18:00:00,52.010,53.043,44.284,37.038,71.616,53.043,53.043,False
2025-04-11 19:00:00,58.020,68.853,59.407,67.249,77.140,68.853,68.853,False
2025-04-11 20:00:00,41.910,47.149,44.520,41.957,53.014,47.149,47.149,False
2025-04-11 21:00:00,35.000,32.136,31.587,22.634,39.673,32.136,32.136,False
2025-04-11 22:00:00,35.010,28.425,28.826,31.078,26.136,28.425,28.425,False
2025-04-11 23:00:00,29.240,21.416,24.169,20.626,19.944,21.416,21.416,False
2025-04-12 00:00:00,31.220,19.869,22.519,15.033,21.508,19.869,19.869,False
2025-04-12 01:00:00,29.240,20.672,19.706,19.131,22.552,20.672,20.672,False
2025-04-12 02:00:00,29.090,20.893,21.796,18.463,22.037,20.893,20.893,False
2025-04-12 03:00:00,30.380,21.513,25.381,15.994,22.751,21.513,21.513,False
2025-04-12 04:00:00,32.680,22.964,26.122,16.835,25.192,22.964,22.964,False
2025-04-12 05:00:00,29.240,28.695,31.744,22.436,31.102,28.695,28.695,False
2025-04-12 06:00:00,30.950,27.277,26.843,22.531,31.163,27.277,27.277,False
2025-04-12 07:00:00,33.000,20.624,24.783,18.139,19.367,20.624,20.624,False
2025-04-12 08:00:00,20.190,14.797,12.608,18.572,13.608,14.797,14.797,False
2025-04-12 09:00:00,8.010,3.631,1.219,-0.463,8.510,3.631,3.631,False
2025-04-12 10:00:00,3.520,-0.094,-1.600,-8.399,5.809,-0.676,-0.676,True
2025-04-12 11:00:00,1.800,-0.094,-1.787,-0.556,4.051,0.918,0.918,True
2025-04-12 12:00:00,0.170,-0.094,-2.509,7.340,1.185,1.923,1.923,True
2025-04-12 13:00:00,0.010,-0.094,-2.435,4.332,1.059,0.993,0.993,True
2025-04-12 14:00:00,0.010,-0.094,-0.983,12.863,0.424,3.734,3.734,True
2025-04-12 15:00:00,18.080,8.083,7.045,13.654,4.684,8.083,8.083,False
2025-04-12 16:00:00,22.570,14.878,15.479,16.562,13.165,14.878,14.878,False
2025-04-12 17:00:00,33.840,34.704,32.776,36.388,34.887,34.704,34.704,False
2025-04-12 18:00:00,50.020,62.010,68.875,49.718,66.081,62.010,62.010,False
2025-04-12 19:00:00,79.000,77.125,73.483,70.527,84.804,77.125,77.125,False
2025-04-12 20:00:00,55.440,69.089,64.731,57.352,81.159,69.089,69.089,False
2025-04-12 21:00:00,45.590,59.410,53.880,46.838,72.988,59.410,59.410,False
2025-04-12 22:00:00,35.000,49.361,45.366,42.276,57.670,49.361,49.361,False
2025-04-12 23:00:00,35.000,39.607,37.434,35.448,44.357,39.607,39.607,False
2025-04-13 00:00:00,31.300,35.080,34.349,30.317,39.202,35.080,35.080,False
2025-04-13 01:00:00,20.080,31.400,27.988,31.359,33.989,31.400,31.400,False
2025-04-13 02:00:00,15.310,28.934,27.051,27.861,31.150,28.934,28.934,False
2025-04-13 03:00:00,14.990,27.875,26.779,24.627,31.133,27.875,27.875,False
2025-04-13 04:00:00,21.630,30.860,32.451,25.940,33.356,30.860,30.860,False
2025-04-13 05:00:00,27.750,32.421,32.037,26.063,37.478,32.421,32.421,False
2025-04-13 06:00:00,17.230,27.634,27.316,16.920,35.907,27.634,27.634,False
2025-04-13 07:00:00,9.000,24.349,22.903,21.270,27.742,24.349,24.349,False
2025-04-13 08:00:00,2.550,13.985,5.433,17.789,17.545,13.985,13.985,False
2025-04-13 09:00:00,0.180,6.235,4.361,0.669,11.814,6.235,6.235,False
2025-04-13 10:00:00,0.000,-0.094,-2.000,-9.288,8.850,0.154,0.154,True
2025-04-13 11:00:00,-0.010,-0.094,-3.979,0.053,6.990,1.618,1.618,True
2025-04-13 12:00:00,-0.200,-0.094,-4.853,2.170,4.252,0.896,0.896,True
2025-04-13 13:00:00,-1.510,-0.094,-4.258,-0.085,2.855,-0.161,-0.161,True
2025-04-13 14:00:00,-0.010,-0.094,-4.770,3.286,3.210,0.838,0.838,True
2025-04-13 15:00:00,0.000,6.720,5.836,7.211,7.015,6.720,6.720,False
2025-04-13 16:00:00,1.350,8.696,9.168,11.507,6.234,8.696,8.696,False
2025-04-13 17:00:00,8.240,18.936,17.395,21.276,18.337,18.936,18.936,False
2025-04-13 18:00:00,44.310,44.937,41.383,49.761,43.983,44.937,44.937,False
2025-04-13 19:00:00,60.550,59.261,55.373,58.374,62.841,59.261,59.261,False
2025-04-13 20:00:00,59.040,55.464,54.493,57.951,54.328,55.464,55.464,False
2025-04-13 21:00:00,38.500,47.325,47.552,47.687,46.883,47.325,47.325,False
2025-04-13 22:00:00,39.230,45.468,44.447,40.761,49.763,45.468,45.468,False
2025-04-13 23:00:00,38.160,36.708,39.770,33.025,37.174,36.708,36.708,False
2025-04-14 00:00:00,37.740,39.721,40.041,37.130,41.425,39.721,39.721,False
2025-04-14 01:00:00,35.000,35.905,36.484,33.119,37.561,35.905,35.905,False
2025-04-14 02:00:00,30.010,36.118,37.878,33.327,36.890,36.118,36.118,False
2025-04-14 03:00:00,35.010,34.632,37.936,27.234,37.704,34.632,34.632,False
2025-04-14 04:00:00,42.500,40.790,44.825,28.774,46.776,40.790,40.790,False
2025-04-14 05:00:00,68.190,67.546,68.645,59.912,72.448,67.546,67.546,False
2025-04-14 06:00:00,74.940,67.935,67.652,64.909,70.416,67.935,67.935,False
