dia_entrega,inicio_utc,inicio_local,precio_previsto,prob_precio_cero,emitida_utc
2026-09-25,2026-09-24 22:00:00,2026-09-25 00:00,214.88,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-24 22:15:00,2026-09-25 00:15,208.6,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-24 22:30:00,2026-09-25 00:30,207.87,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-24 22:45:00,2026-09-25 00:45,204.48,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-24 23:00:00,2026-09-25 01:00,203.58,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-24 23:15:00,2026-09-25 01:15,201.37,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-24 23:30:00,2026-09-25 01:30,200.31,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-24 23:45:00,2026-09-25 01:45,197.51,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 00:00:00,2026-09-25 02:00,202.81,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 00:15:00,2026-09-25 02:15,202.33,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 00:30:00,2026-09-25 02:30,201.35,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 00:45:00,2026-09-25 02:45,200.88,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 01:00:00,2026-09-25 03:00,200.23,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 01:15:00,2026-09-25 03:15,199.86,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 01:30:00,2026-09-25 03:30,197.54,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 01:45:00,2026-09-25 03:45,197.35,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 02:00:00,2026-09-25 04:00,206.0,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 02:15:00,2026-09-25 04:15,205.72,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 02:30:00,2026-09-25 04:30,205.69,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 02:45:00,2026-09-25 04:45,205.92,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 03:00:00,2026-09-25 05:00,201.38,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 03:15:00,2026-09-25 05:15,201.35,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 03:30:00,2026-09-25 05:30,201.6,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 03:45:00,2026-09-25 05:45,202.55,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 04:00:00,2026-09-25 06:00,201.44,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 04:15:00,2026-09-25 06:15,200.58,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 04:30:00,2026-09-25 06:30,200.7,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 04:45:00,2026-09-25 06:45,202.86,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 05:00:00,2026-09-25 07:00,199.55,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 05:15:00,2026-09-25 07:15,206.43,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 05:30:00,2026-09-25 07:30,208.16,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 05:45:00,2026-09-25 07:45,213.47,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 06:00:00,2026-09-25 08:00,235.67,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 06:15:00,2026-09-25 08:15,226.93,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 06:30:00,2026-09-25 08:30,213.79,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 06:45:00,2026-09-25 08:45,200.38,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 07:00:00,2026-09-25 09:00,156.8,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 07:15:00,2026-09-25 09:15,144.56,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 07:30:00,2026-09-25 09:30,134.91,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 07:45:00,2026-09-25 09:45,105.79,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 08:00:00,2026-09-25 10:00,120.2,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 08:15:00,2026-09-25 10:15,107.41,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 08:30:00,2026-09-25 10:30,98.97,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 08:45:00,2026-09-25 10:45,83.66,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 09:00:00,2026-09-25 11:00,126.47,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 09:15:00,2026-09-25 11:15,107.82,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 09:30:00,2026-09-25 11:30,100.94,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 09:45:00,2026-09-25 11:45,82.47,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 10:00:00,2026-09-25 12:00,98.25,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 10:15:00,2026-09-25 12:15,87.73,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 10:30:00,2026-09-25 12:30,81.94,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 10:45:00,2026-09-25 12:45,70.9,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 11:00:00,2026-09-25 13:00,78.18,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 11:15:00,2026-09-25 13:15,68.56,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 11:30:00,2026-09-25 13:30,66.17,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 11:45:00,2026-09-25 13:45,59.78,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 12:00:00,2026-09-25 14:00,55.69,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 12:15:00,2026-09-25 14:15,55.83,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 12:30:00,2026-09-25 14:30,53.91,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 12:45:00,2026-09-25 14:45,51.45,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 13:00:00,2026-09-25 15:00,47.79,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 13:15:00,2026-09-25 15:15,47.33,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 13:30:00,2026-09-25 15:30,46.6,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 13:45:00,2026-09-25 15:45,45.57,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 14:00:00,2026-09-25 16:00,54.82,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 14:15:00,2026-09-25 16:15,57.51,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 14:30:00,2026-09-25 16:30,60.53,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 14:45:00,2026-09-25 16:45,63.63,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 15:00:00,2026-09-25 17:00,74.04,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 15:15:00,2026-09-25 17:15,75.95,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 15:30:00,2026-09-25 17:30,81.51,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 15:45:00,2026-09-25 17:45,85.51,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 16:00:00,2026-09-25 18:00,93.7,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 16:15:00,2026-09-25 18:15,110.2,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 16:30:00,2026-09-25 18:30,138.21,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 16:45:00,2026-09-25 18:45,161.11,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 17:00:00,2026-09-25 19:00,177.77,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 17:15:00,2026-09-25 19:15,185.59,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 17:30:00,2026-09-25 19:30,199.68,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 17:45:00,2026-09-25 19:45,212.42,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 18:00:00,2026-09-25 20:00,214.26,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 18:15:00,2026-09-25 20:15,214.44,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 18:30:00,2026-09-25 20:30,212.9,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 18:45:00,2026-09-25 20:45,209.85,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 19:00:00,2026-09-25 21:00,213.32,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 19:15:00,2026-09-25 21:15,212.02,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 19:30:00,2026-09-25 21:30,212.55,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 19:45:00,2026-09-25 21:45,207.07,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 20:00:00,2026-09-25 22:00,210.03,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 20:15:00,2026-09-25 22:15,211.4,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 20:30:00,2026-09-25 22:30,210.36,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 20:45:00,2026-09-25 22:45,203.81,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 21:00:00,2026-09-25 23:00,192.3,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 21:15:00,2026-09-25 23:15,187.99,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 21:30:00,2026-09-25 23:30,184.42,0.0,2026-09-24 09:15:01
2026-09-25,2026-09-25 21:45:00,2026-09-25 23:45,182.48,0.0,2026-09-24 09:15:01
