dia_entrega,inicio_utc,inicio_local,precio_previsto,prob_precio_cero,emitida_utc
2026-09-19,2026-09-18 22:00:00,2026-09-19 00:00,186.24,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-18 22:15:00,2026-09-19 00:15,183.92,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-18 22:30:00,2026-09-19 00:30,180.52,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-18 22:45:00,2026-09-19 00:45,175.32,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-18 23:00:00,2026-09-19 01:00,178.27,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-18 23:15:00,2026-09-19 01:15,173.73,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-18 23:30:00,2026-09-19 01:30,172.65,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-18 23:45:00,2026-09-19 01:45,169.19,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 00:00:00,2026-09-19 02:00,176.48,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 00:15:00,2026-09-19 02:15,175.57,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 00:30:00,2026-09-19 02:30,176.62,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 00:45:00,2026-09-19 02:45,173.15,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 01:00:00,2026-09-19 03:00,180.0,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 01:15:00,2026-09-19 03:15,178.47,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 01:30:00,2026-09-19 03:30,178.48,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 01:45:00,2026-09-19 03:45,176.51,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 02:00:00,2026-09-19 04:00,186.9,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 02:15:00,2026-09-19 04:15,184.68,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 02:30:00,2026-09-19 04:30,185.5,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 02:45:00,2026-09-19 04:45,186.31,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 03:00:00,2026-09-19 05:00,187.51,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 03:15:00,2026-09-19 05:15,186.45,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 03:30:00,2026-09-19 05:30,186.81,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 03:45:00,2026-09-19 05:45,187.48,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 04:00:00,2026-09-19 06:00,188.67,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 04:15:00,2026-09-19 06:15,192.33,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 04:30:00,2026-09-19 06:30,192.73,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 04:45:00,2026-09-19 06:45,194.98,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 05:00:00,2026-09-19 07:00,199.02,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 05:15:00,2026-09-19 07:15,200.71,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 05:30:00,2026-09-19 07:30,201.26,0.0,2026-09-18 09:26:46
2026-09-19,2026-09-19 05:45:00,2026-09-19 07:45,201.09,0.0,2026-09-18 09:26:46
