dia_entrega,inicio_utc,inicio_local,precio_previsto,prob_precio_cero,emitida_utc
2026-09-22,2026-09-21 22:00:00,2026-09-22 00:00,211.44,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-21 22:15:00,2026-09-22 00:15,203.88,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-21 22:30:00,2026-09-22 00:30,200.36,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-21 22:45:00,2026-09-22 00:45,196.38,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-21 23:00:00,2026-09-22 01:00,197.12,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-21 23:15:00,2026-09-22 01:15,195.63,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-21 23:30:00,2026-09-22 01:30,193.37,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-21 23:45:00,2026-09-22 01:45,190.02,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 00:00:00,2026-09-22 02:00,190.75,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 00:15:00,2026-09-22 02:15,187.25,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 00:30:00,2026-09-22 02:30,186.8,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 00:45:00,2026-09-22 02:45,186.53,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 01:00:00,2026-09-22 03:00,182.36,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 01:15:00,2026-09-22 03:15,181.96,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 01:30:00,2026-09-22 03:30,181.88,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 01:45:00,2026-09-22 03:45,181.1,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 02:00:00,2026-09-22 04:00,191.58,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 02:15:00,2026-09-22 04:15,191.4,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 02:30:00,2026-09-22 04:30,188.48,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 02:45:00,2026-09-22 04:45,188.41,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 03:00:00,2026-09-22 05:00,197.07,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 03:15:00,2026-09-22 05:15,197.29,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 03:30:00,2026-09-22 05:30,200.19,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 03:45:00,2026-09-22 05:45,204.08,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 04:00:00,2026-09-22 06:00,204.44,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 04:15:00,2026-09-22 06:15,206.93,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 04:30:00,2026-09-22 06:30,208.09,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 04:45:00,2026-09-22 06:45,215.32,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 05:00:00,2026-09-22 07:00,212.49,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 05:15:00,2026-09-22 07:15,214.01,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 05:30:00,2026-09-22 07:30,217.88,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 05:45:00,2026-09-22 07:45,219.17,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 06:00:00,2026-09-22 08:00,228.71,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 06:15:00,2026-09-22 08:15,227.32,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 06:30:00,2026-09-22 08:30,220.52,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 06:45:00,2026-09-22 08:45,200.41,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 07:00:00,2026-09-22 09:00,154.58,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 07:15:00,2026-09-22 09:15,145.49,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 07:30:00,2026-09-22 09:30,135.33,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 07:45:00,2026-09-22 09:45,107.81,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 08:00:00,2026-09-22 10:00,120.68,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 08:15:00,2026-09-22 10:15,102.06,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 08:30:00,2026-09-22 10:30,88.45,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 08:45:00,2026-09-22 10:45,74.48,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 09:00:00,2026-09-22 11:00,106.47,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 09:15:00,2026-09-22 11:15,91.35,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 09:30:00,2026-09-22 11:30,67.2,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 09:45:00,2026-09-22 11:45,40.49,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 10:00:00,2026-09-22 12:00,78.7,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 10:15:00,2026-09-22 12:15,64.7,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 10:30:00,2026-09-22 12:30,58.07,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 10:45:00,2026-09-22 12:45,46.19,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 11:00:00,2026-09-22 13:00,37.35,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 11:15:00,2026-09-22 13:15,25.07,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 11:30:00,2026-09-22 13:30,24.79,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 11:45:00,2026-09-22 13:45,18.77,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 12:00:00,2026-09-22 14:00,20.55,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 12:15:00,2026-09-22 14:15,19.21,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 12:30:00,2026-09-22 14:30,14.76,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 12:45:00,2026-09-22 14:45,14.18,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 13:00:00,2026-09-22 15:00,14.66,0.001,2026-09-21 11:07:02
2026-09-22,2026-09-22 13:15:00,2026-09-22 15:15,14.07,0.001,2026-09-21 11:07:02
2026-09-22,2026-09-22 13:30:00,2026-09-22 15:30,14.45,0.001,2026-09-21 11:07:02
2026-09-22,2026-09-22 13:45:00,2026-09-22 15:45,15.62,0.001,2026-09-21 11:07:02
2026-09-22,2026-09-22 14:00:00,2026-09-22 16:00,22.71,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 14:15:00,2026-09-22 16:15,27.22,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 14:30:00,2026-09-22 16:30,32.66,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 14:45:00,2026-09-22 16:45,33.9,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 15:00:00,2026-09-22 17:00,50.58,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 15:15:00,2026-09-22 17:15,55.43,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 15:30:00,2026-09-22 17:30,64.7,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 15:45:00,2026-09-22 17:45,77.51,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 16:00:00,2026-09-22 18:00,91.66,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 16:15:00,2026-09-22 18:15,109.42,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 16:30:00,2026-09-22 18:30,131.41,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 16:45:00,2026-09-22 18:45,152.65,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 17:00:00,2026-09-22 19:00,186.2,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 17:15:00,2026-09-22 19:15,202.41,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 17:30:00,2026-09-22 19:30,208.22,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 17:45:00,2026-09-22 19:45,214.89,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 18:00:00,2026-09-22 20:00,218.95,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 18:15:00,2026-09-22 20:15,218.93,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 18:30:00,2026-09-22 20:30,218.39,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 18:45:00,2026-09-22 20:45,216.99,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 19:00:00,2026-09-22 21:00,226.68,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 19:15:00,2026-09-22 21:15,223.88,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 19:30:00,2026-09-22 21:30,225.01,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 19:45:00,2026-09-22 21:45,217.01,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 20:00:00,2026-09-22 22:00,232.36,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 20:15:00,2026-09-22 22:15,224.58,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 20:30:00,2026-09-22 22:30,222.62,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 20:45:00,2026-09-22 22:45,216.31,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 21:00:00,2026-09-22 23:00,217.6,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 21:15:00,2026-09-22 23:15,213.65,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 21:30:00,2026-09-22 23:30,206.7,0.0,2026-09-21 11:07:02
2026-09-22,2026-09-22 21:45:00,2026-09-22 23:45,204.25,0.0,2026-09-21 11:07:02
